Date,Flow,Temperature,DO
5/11/2013,1590,19.6,
5/12/2013,1360,19.6,
5/13/2013,1130,19.6,6.7
5/14/2013,988,19.6,
5/15/2013,869,19.8,
5/16/2013,783,19.8,
5/17/2013,729,20,
5/18/2013,689,20.4,
5/19/2013,673,20.6,
5/20/2013,720,20.8,
5/21/2013,676,21,
5/22/2013,644,21,
5/23/2013,607,20.6,
5/24/2013,599,20.6,
5/25/2013,616,20.6,
5/26/2013,616,20,
5/27/2013,640,19.4,
5/28/2013,657,19,
5/29/2013,713,19,
5/30/2013,804,18.8,
5/31/2013,876,18.8,
6/1/2013,951,18.8,
6/2/2013,1040,18.8,
6/3/2013,1110,18.6,
6/4/2013,1140,18.6,
6/5/2013,1160,18.6,
6/6/2013,1140,18,
6/7/2013,1140,18,
6/8/2013,1160,18,
6/9/2013,1160,18.4,
6/10/2013,1160,18.4,
6/11/2013,1150,18.8,
6/12/2013,1190,19,8.1
6/13/2013,1210,19,
6/14/2013,1190,19.2,
6/15/2013,1170,20,
6/16/2013,1120,20.8,
6/17/2013,1070,21,
6/18/2013,1000,21,
6/19/2013,920,21.4,
6/20/2013,854,22.8,
6/21/2013,808,22.8,
6/22/2013,730,23.2,
6/23/2013,648,24,
6/24/2013,636,24,
6/25/2013,621,24,
6/26/2013,626,24,
6/27/2013,624,24,
6/28/2013,673,23.8,
6/29/2013,705,23.8,
6/30/2013,713,23.8,
7/1/2013,744,23.8,
7/2/2013,744,23.8,
7/3/2013,729,23.8,
7/4/2013,713,23.8,
7/5/2013,648,23.8,
7/6/2013,616,23.8,
7/7/2013,564,24,
7/8/2013,526,24,
7/9/2013,496,24.2,
7/10/2013,476,24.2,
7/11/2013,443,25,
7/12/2013,443,25,
7/13/2013,443,25.2,
7/14/2013,443,25.2,
7/15/2013,443,25.2,
7/16/2013,432,24.8,
7/17/2013,443,24.8,
7/18/2013,421,24.8,
7/19/2013,421,25,
7/20/2013,397,25,
7/21/2013,372,25.2,
7/22/2013,345,25.2,7.6
7/23/2013,345,25.2,
7/24/2013,302,25.6,
7/25/2013,287,25.6,
7/26/2013,250,25.6,
7/27/2013,230,25.8,
7/28/2013,200,26,
7/29/2013,180,26,
7/30/2013,190,26,
7/31/2013,190,26.4,
8/1/2013,208,26.4,
8/2/2013,210,26.4,
8/3/2013,205,26.4,
8/4/2013,194,26.8,
8/5/2013,190,27,
8/6/2013,174,27,
8/7/2013,170,27.4,
8/8/2013,160,27.8,
8/9/2013,160,27.8,
8/10/2013,163,28,
8/11/2013,157,27.8,
8/12/2013,157,27.8,12.2
8/13/2013,164,27.8,
8/14/2013,165,27.8,
8/15/2013,151,27.2,
8/16/2013,145,27,
8/17/2013,140,27,
8/18/2013,138,27,
8/19/2013,138,26.8,
8/20/2013,143,26.8,
8/21/2013,135,26.8,
8/22/2013,144,26,
8/23/2013,158,26,
8/24/2013,160,26,
8/25/2013,148,25.8,
8/26/2013,146,25.8,
8/27/2013,156,25.4,
8/28/2013,146,25.4,
8/29/2013,156,24.6,
8/30/2013,185,24.4,
8/31/2013,225,24.4,
9/1/2013,243,24,
9/2/2013,244,24,
9/3/2013,238,23.8,
9/4/2013,249,23.8,
9/5/2013,243,23,
9/6/2013,245,23,
9/7/2013,240,22.8,
9/8/2013,237,22.2,
9/9/2013,210,22.2,
9/10/2013,192,22,
9/11/2013,186,21.8,
9/12/2013,188,21.2,
9/13/2013,195,21.2,
9/14/2013,198,21,
9/15/2013,202,20.6,
9/16/2013,204,20,
9/17/2013,205,20,
9/18/2013,280,19.2,
9/19/2013,302,19,
9/20/2013,302,18.8,
9/21/2013,310,18.4,
9/22/2013,317,18.4,
9/23/2013,345,18,
9/24/2013,372,18,
9/25/2013,397,17.8,
9/26/2013,385,17.8,
9/27/2013,345,17.6,
9/28/2013,320,17.6,
9/29/2013,315,17.4,
9/30/2013,300,17,
10/1/2013,310,17,
10/2/2013,380,16.8,
10/3/2013,377,15.4,
10/4/2013,389,15,
10/5/2013,401,14.8,
10/6/2013,389,14,
10/7/2013,365,14,8.2
10/8/2013,365,13.6,
10/9/2013,339,13.2,
10/10/2013,325,13.2,
10/11/2013,311,13.2,
10/12/2013,311,13,
10/13/2013,311,13,
10/14/2013,311,13.4,
10/15/2013,311,13.4,
10/16/2013,296,13.4,
10/17/2013,311,13.4,
10/18/2013,311,13.6,
10/19/2013,352,13.6,
10/20/2013,424,13.6,
10/21/2013,456,13.6,
10/22/2013,456,13.6,8.4
10/23/2013,435,13.6,
10/24/2013,401,13.6,
10/25/2013,389,13.6,
10/26/2013,365,13.4,
10/27/2013,352,13.6,
10/28/2013,339,13.8,
10/29/2013,339,13.8,
10/30/2013,311,13.8,
10/31/2013,311,13.6,
11/1/2013,311,13.6,
11/2/2013,296,13.8,
11/3/2013,296,13.8,
11/4/2013,311,13.8,
11/5/2013,352,13.8,
11/6/2013,365,13.6,
11/7/2013,401,13.6,
11/8/2013,456,13.2,
11/9/2013,550,13.2,
11/10/2013,644,13,
11/11/2013,699,13,
11/12/2013,707,12.6,
11/13/2013,699,12.6,
11/14/2013,652,12,
11/15/2013,628,12,
11/16/2013,594,11.8,
11/17/2013,550,11.6,
11/18/2013,514,11.6,
11/19/2013,505,11.2,
11/20/2013,486,11.8,
11/21/2013,456,11.2,
11/22/2013,424,10.2,
11/23/2013,413,10.2,
11/24/2013,389,9.8,
11/25/2013,365,9.4,
11/26/2013,365,9,11
11/27/2013,365,8.8,
11/28/2013,389,8,
11/29/2013,401,7.6,
11/30/2013,401,7.6,
12/1/2013,401,7,
12/2/2013,389,6.6,
12/3/2013,377,6.6,
12/4/2013,365,6,
12/5/2013,360,6,
12/6/2013,359,6,
12/7/2013,340,5.8,
12/8/2013,310,5.2,
12/9/2013,295,4.8,
12/10/2013,295,4.8,
12/11/2013,298,4.4,
12/12/2013,300,4.4,
12/13/2013,285,3.8,
12/14/2013,280,3.8,
12/15/2013,280,3.8,
12/16/2013,295,3.6,
12/17/2013,295,3.2,
12/18/2013,292,3.2,11.2
12/19/2013,282,3.2,
12/20/2013,285,2.8,
12/21/2013,294,2.8,
12/22/2013,296,2.8,
12/23/2013,280,2.6,
12/24/2013,264,2.6,
12/25/2013,245,2.6,
12/26/2013,260,2.6,
12/27/2013,270,2.6,
12/28/2013,290,2.6,
12/29/2013,300,2.6,
12/30/2013,315,2.8,
12/31/2013,340,2.8,
1/1/2014,350,2.8,
1/2/2014,360,2.8,
1/3/2014,389,2.8,
1/4/2014,401,2.8,
1/5/2014,413,2.8,
1/6/2014,401,2.8,
1/7/2014,401,2.8,
1/8/2014,389,2.8,
1/9/2014,389,3,
1/10/2014,389,3,
1/11/2014,413,3,
1/12/2014,424,3,
1/13/2014,424,3,
1/14/2014,424,3,
1/15/2014,435,3,
1/16/2014,424,3,
1/17/2014,401,3,
1/18/2014,413,3,
1/19/2014,413,3.4,
1/20/2014,413,3.4,
1/21/2014,413,3.6,
1/22/2014,456,3.6,
1/23/2014,541,4,
1/24/2014,628,4,
1/25/2014,736,4,
1/26/2014,827,4,
1/27/2014,848,4,12.2
1/28/2014,841,3.6,
1/29/2014,799,3.6,
1/30/2014,743,3.6,
1/31/2014,715,3.6,
2/1/2014,684,3.6,
2/2/2014,636,3.6,
2/3/2014,559,2.4,
2/4/2014,532,2.4,
2/5/2014,496,2,
2/6/2014,476,2,
2/7/2014,456,2,
2/8/2014,446,2,
2/9/2014,456,2,
2/10/2014,456,2,
2/11/2014,456,2,
2/12/2014,505,2.2,
2/13/2014,585,2.2,
2/14/2014,684,3,
2/15/2014,785,3,
2/16/2014,848,3,
2/17/2014,841,3.4,
2/18/2014,827,3.4,
2/19/2014,813,3.6,
2/20/2014,778,3.6,
2/21/2014,778,4.4,
2/22/2014,799,4.4,
2/23/2014,806,4.8,
2/24/2014,834,4.8,
2/25/2014,848,4.8,
2/26/2014,841,5.2,
2/27/2014,834,5.2,
2/28/2014,827,5.2,
3/1/2014,806,5.6,
3/2/2014,757,6,
3/3/2014,715,6,
3/4/2014,680,6,12.3
3/5/2014,652,6.8,
3/6/2014,619,6.8,
3/7/2014,611,6.8,
3/8/2014,594,7,
3/9/2014,559,7,
3/10/2014,532,7,
3/11/2014,514,7,
3/12/2014,496,7,
3/13/2014,466,7.6,
3/14/2014,446,7.6,
3/15/2014,435,8,
3/16/2014,401,8,
3/17/2014,377,8,
3/18/2014,340,8.4,
3/19/2014,335,8.4,
3/20/2014,359,9,
3/21/2014,454,9,
3/22/2014,536,9.4,
3/23/2014,607,9.4,
3/24/2014,648,9.4,
3/25/2014,657,10,
3/26/2014,640,10,
3/27/2014,632,10,10.4
3/28/2014,632,10,
3/29/2014,640,10.6,
3/30/2014,632,10.6,
3/31/2014,599,11,
4/1/2014,580,11,
4/2/2014,540,11.2,
4/3/2014,526,11.2,
4/4/2014,486,12.2,
4/5/2014,454,12.6,
4/6/2014,454,12.6,
4/7/2014,443,12.6,
4/8/2014,409,13,
4/9/2014,372,13.2,
4/10/2014,372,13.2,
4/11/2014,397,13.2,
4/12/2014,421,13.2,
4/13/2014,432,13.6,
4/14/2014,465,13.6,10.3
4/15/2014,465,13.6,
4/16/2014,443,13.6,
4/17/2014,432,13.6,
4/18/2014,443,13.4,
4/19/2014,454,13.4,
4/20/2014,476,13.4,
4/21/2014,516,13.6,
4/22/2014,526,13.6,
4/23/2014,496,14,
4/24/2014,476,14,
4/25/2014,465,14,
4/26/2014,486,14,
4/27/2014,496,14.2,
4/28/2014,502,14.8,
4/29/2014,506,14.8,
4/30/2014,506,15,
5/1/2014,506,15,
5/2/2014,506,15.8,
5/3/2014,496,16,
5/4/2014,476,16,
5/5/2014,496,16,
5/6/2014,526,16,
5/7/2014,526,16.6,
5/8/2014,536,16.6,
5/9/2014,555,17,
5/10/2014,526,17,
5/11/2014,496,17,
5/12/2014,465,17,
5/13/2014,454,17.4,
5/14/2014,465,17.4,
5/15/2014,602,17.4,
5/16/2014,729,17.4,
5/17/2014,692,17,
5/18/2014,676,16.8,
5/19/2014,723,16.8,
5/20/2014,773,17.2,
5/21/2014,790,17.2,
5/22/2014,819,17.6,7.6
5/23/2014,860,17.6,
5/24/2014,895,17.8,
5/25/2014,898,18.4,
5/26/2014,790,18.4,
5/27/2014,704,19,
5/28/2014,657,19,
5/29/2014,616,20,
5/30/2014,607,20,
5/31/2014,640,20,
6/1/2014,648,20,
6/2/2014,616,20,
6/3/2014,590,20.4,
6/4/2014,582,20.4,
6/5/2014,564,20.6,
6/6/2014,546,20.6,
6/7/2014,527,21,
6/8/2014,487,21,
6/9/2014,444,21.2,6.8
6/10/2014,421,21.2,
6/11/2014,409,22.4,
6/12/2014,372,22.4,
6/13/2014,359,23,
6/14/2014,359,23,
6/15/2014,332,23,
6/16/2014,332,23.6,
6/17/2014,332,23.6,
6/18/2014,317,23.6,
6/19/2014,287,23.4,
6/20/2014,270,23.4,
6/21/2014,253,23.4,
6/22/2014,230,23.6,
6/23/2014,222,23.6,
6/24/2014,231,23.8,
6/25/2014,231,23.8,
6/26/2014,226,23.8,
6/27/2014,248,23.8,
6/28/2014,311,23.8,
6/29/2014,346,23.6,
6/30/2014,359,23.6,
7/1/2014,332,23.2,
7/2/2014,346,23.2,
7/3/2014,359,23.2,
7/4/2014,385,23.2,
7/5/2014,359,23.2,
7/6/2014,359,23.4,
7/7/2014,385,23.4,
7/8/2014,385,24,
7/9/2014,385,24.2,
7/10/2014,385,24.2,
7/11/2014,385,24,
7/12/2014,421,24,
7/13/2014,476,24,
7/14/2014,507,24.2,
7/15/2014,573,24.4,
7/16/2014,615,24.4,
7/17/2014,640,24.8,6.9
7/18/2014,618,24.8,
7/19/2014,575,24.8,
7/20/2014,515,25.2,
7/21/2014,476,25.2,
7/22/2014,444,25.4,
7/23/2014,409,25.4,
7/24/2014,409,25.6,
7/25/2014,385,25.6,
7/26/2014,397,25.6,
7/27/2014,507,25.6,
7/28/2014,536,25.4,
7/29/2014,517,25.4,
7/30/2014,517,25.2,
7/31/2014,507,25.2,
8/1/2014,546,25.2,
8/2/2014,527,25.2,
8/3/2014,546,25.2,
8/4/2014,517,25.4,
8/5/2014,476,25.4,
8/6/2014,464,25.4,
8/7/2014,470,25.2,6.8
8/8/2014,460,25.2,
8/9/2014,449,25.2,
8/10/2014,449,25.4,
8/11/2014,449,25.4,
8/12/2014,428,25.4,
8/13/2014,439,25.4,
8/14/2014,449,25.6,
8/15/2014,460,25.6,
8/16/2014,449,25.4,
8/17/2014,481,25.4,
8/18/2014,481,25.4,
8/19/2014,491,25.4,
8/20/2014,481,25.4,
8/21/2014,460,25,
8/22/2014,428,25,
8/23/2014,417,24.8,
8/24/2014,405,24.6,
8/25/2014,428,24,
8/26/2014,428,23.8,
8/27/2014,460,23.8,
8/28/2014,439,23.4,
8/29/2014,481,23.4,
8/30/2014,520,23,
8/31/2014,520,22.8,
9/1/2014,530,22.4,
9/2/2014,564,22.4,
9/3/2014,595,21.8,
9/4/2014,580,21.8,
9/5/2014,501,21.6,
9/6/2014,449,21.2,
9/7/2014,405,21.2,
9/8/2014,369,21,7.2
9/9/2014,369,21,
9/10/2014,369,21,
9/11/2014,371,21,
9/12/2014,369,21,
9/13/2014,381,21,
9/14/2014,390,20.8,
9/15/2014,400,20.8,
9/16/2014,410,20.8,
9/17/2014,420,20.4,
9/18/2014,440,20.4,
9/19/2014,460,20.4,
9/20/2014,460,20.2,
9/21/2014,428,20.2,
9/22/2014,405,20.2,
9/23/2014,381,20,
9/24/2014,381,20,
9/25/2014,394,19.8,
9/26/2014,428,19.2,
9/27/2014,428,19,
9/28/2014,439,19,
9/29/2014,470,18.8,
9/30/2014,360,18.8,
10/1/2014,318,18.4,
10/2/2014,318,18.2,
10/3/2014,318,18,
10/4/2014,303,18,
10/5/2014,303,17.8,
10/6/2014,333,17.4,
10/7/2014,360,17.4,
10/8/2014,410,17.2,8.4
10/9/2014,410,17.2,
10/10/2014,386,17.2,
10/11/2014,373,17.2,
10/12/2014,360,17,
10/13/2014,318,17,
10/14/2014,303,17,
10/15/2014,318,17,
10/16/2014,333,17,
10/17/2014,303,17,
10/18/2014,318,16.8,
10/19/2014,303,16.8,
10/20/2014,373,16.4,
10/21/2014,434,16.4,
10/22/2014,528,16.4,
10/23/2014,609,16,
10/24/2014,625,16,
10/25/2014,659,15.6,
10/26/2014,785,14.6,
10/27/2014,888,14.2,
10/28/2014,918,14.2,
10/29/2014,918,14,
10/30/2014,856,13,
10/31/2014,784,13,
11/1/2014,730,12.6,
11/2/2014,680,12.6,
11/3/2014,650,12,
11/4/2014,620,12,
11/5/2014,580,10.6,
11/6/2014,525,10.6,
11/7/2014,509,10.2,
11/8/2014,467,10.2,
11/9/2014,457,9.8,
11/10/2014,434,9.8,
11/11/2014,434,9.8,
11/12/2014,423,9.8,
11/13/2014,399,9.8,
11/14/2014,374,9.8,
11/15/2014,386,9.8,
11/16/2014,386,9.8,
11/17/2014,361,9.6,10.5
11/18/2014,347,9.6,
11/19/2014,333,9.6,
11/20/2014,303,9.6,
11/21/2014,303,9.6,
11/22/2014,318,9.4,
11/23/2014,318,9.4,
11/24/2014,318,9,
11/25/2014,297,9,
11/26/2014,280,9,
11/27/2014,297,8.8,
11/28/2014,280,8.8,
11/29/2014,275,8.8,
11/30/2014,280,8.2,
12/1/2014,303,8.2,
12/2/2014,333,8.2,
12/3/2014,374,7.4,
12/4/2014,399,7.2,
12/5/2014,457,7.2,
12/6/2014,446,7,
12/7/2014,434,7,
12/8/2014,423,6.8,
12/9/2014,399,6.6,
12/10/2014,386,6.6,
12/11/2014,446,6.4,
12/12/2014,467,6,
12/13/2014,519,5.8,
12/14/2014,530,5.8,
12/15/2014,534,5.8,
12/16/2014,544,5.6,
12/17/2014,522,5.6,
12/18/2014,488,5.6,
12/19/2014,467,5.6,
12/20/2014,478,5.6,
12/21/2014,467,5.2,
12/22/2014,488,5.2,
12/23/2014,519,5,
12/24/2014,566,4.8,11.4
12/25/2014,609,4.8,
12/26/2014,618,4.8,
12/27/2014,626,4.6,
12/28/2014,652,3.6,
12/29/2014,645,3.4,
12/30/2014,680,3,
12/31/2014,670,2.6,
1/1/2015,684,3.22763073,
1/2/2015,619,2.92763073,
1/3/2015,564,2.62763073,
1/4/2015,484,2.52763073,
1/5/2015,413,2.42763073,
1/6/2015,410,2.32763073,
1/7/2015,396,2.32763073,
1/8/2015,382,2.42763073,
1/9/2015,379,2.32763073,
1/10/2015,385,2.42763073,
1/11/2015,379,2.52763073,
1/12/2015,379,2.62763073,
1/13/2015,446,2.72763073,
1/14/2015,587,3.02763073,
1/15/2015,664,3.12763073,13.3
1/16/2015,715,2.82763073,
1/17/2015,764,3.42763073,
1/18/2015,773,2.42763073,
1/19/2015,753,4.42763073,
1/20/2015,706,5.12763073,
1/21/2015,706,4.92763073,
1/22/2015,791,5.42763073,
1/23/2015,854,5.92763073,
1/24/2015,1050,5.42763073,
1/25/2015,1200,5.42763073,
1/26/2015,1270,4.92763073,
1/27/2015,1300,5.42763073,
1/28/2015,1320,5.22763073,
1/29/2015,1320,4.82763073,
1/30/2015,1310,4.62763073,
1/31/2015,1290,4.52763073,
2/1/2015,1230,4.42763073,
2/2/2015,1170,4.42763073,
2/3/2015,1140,4.62763073,
2/4/2015,1160,4.52763073,
2/5/2015,1170,4.12763073,
2/6/2015,1150,4.12763073,
2/7/2015,1130,4.02763073,
2/8/2015,1080,3.62763073,
2/9/2015,1030,3.42763073,
2/10/2015,962,3.42763073,
2/11/2015,893,3.42763073,
2/12/2015,833,3.42763073,
2/13/2015,760,3.22763073,
2/14/2015,706,2.42763073,
2/15/2015,668,2.42763073,
2/16/2015,604,2.42763073,
2/17/2015,580,2.42763073,
2/18/2015,560,2.92763073,
2/19/2015,540,3.22763073,
2/20/2015,536,3.22763073,
2/21/2015,530,3.42763073,
2/22/2015,511,3.42763073,
2/23/2015,514,4.42763073,12.8
2/24/2015,504,4.62763073,
2/25/2015,504,4.62763073,
2/26/2015,529,5.52763073,
2/27/2015,519,5.62763073,
2/28/2015,593,5.52763073,
3/1/2015,693,6.42763073,
3/2/2015,781,6.42763073,
3/3/2015,846,6.42763073,
3/4/2015,989,6.42763073,
3/5/2015,1080,6.42763073,
3/6/2015,1220,6.42763073,
3/7/2015,1310,6.42763073,
3/8/2015,1320,6.42763073,
3/9/2015,1300,6.42763073,
3/10/2015,1260,6.42763073,
3/11/2015,1170,6.42763073,
3/12/2015,1070,6.82763073,
3/13/2015,976,6.82763073,
3/14/2015,906,7.22763073,
3/15/2015,846,6.92763073,
3/16/2015,781,6.42763073,11.1
3/17/2015,758,7.42763073,
3/18/2015,717,7.42763073,
3/19/2015,670,7.62763073,
3/20/2015,651,7.72763073,
3/21/2015,610,7.72763073,
3/22/2015,606,8.42763073,
3/23/2015,604,8.72763073,
3/24/2015,604,8.72763073,
3/25/2015,595,9.42763073,
3/26/2015,582,9.52763073,
3/27/2015,539,9.62763073,
3/28/2015,476,9.42763073,
3/29/2015,476,9.52763073,
3/30/2015,482,10.42763073,
3/31/2015,492,10.42763073,
4/1/2015,476,10.42763073,
4/2/2015,479,10.42763073,
4/3/2015,577,10.42763073,
4/4/2015,660,10.42763073,
4/5/2015,761,10.42763073,
4/6/2015,857,9.42763073,10.7
4/7/2015,915,9.42763073,
4/8/2015,924,9.42763073,
4/9/2015,887,8.62763073,
4/10/2015,865,9.22763073,
4/11/2015,850,9.42763073,
4/12/2015,809,10.42763073,
4/13/2015,785,10.42763073,
4/14/2015,752,11.42763073,
4/15/2015,716,11.42763073,
4/16/2015,705,12.42763073,
4/17/2015,724,12.42763073,
4/18/2015,757,12.42763073,
4/19/2015,748,12.62763073,
4/20/2015,713,12.62763073,
4/21/2015,685,12.72763073,
4/22/2015,785,13.42763073,
4/23/2015,895,13.42763073,
4/24/2015,938,14.42763073,
4/25/2015,908,14.72763073,
4/26/2015,842,14.82763073,
4/27/2015,767,14.82763073,
4/28/2015,693,15.62763073,
4/29/2015,666,15.62763073,
4/30/2015,626,15.62763073,
5/1/2015,613,16.22763073,
5/2/2015,648,16.42763073,
5/3/2015,696,16.72763073,
5/4/2015,763,16.82763073,
5/5/2015,809,16.92763073,
5/6/2015,865,16.92763073,
5/7/2015,956,17.12763073,
5/8/2015,993,17.42763073,
5/9/2015,992,17.42763073,
5/10/2015,941,17.42763073,
5/11/2015,911,17.42763073,8.5
5/12/2015,870,17.52763073,
5/13/2015,810,17.52763073,
5/14/2015,725,17.92763073,
5/15/2015,725,17.92763073,
5/16/2015,759,18.12763073,
5/17/2015,741,18.22763073,
5/18/2015,708,18.42763073,
5/19/2015,716,18.42763073,
5/20/2015,741,18.62763073,
5/21/2015,716,18.82763073,
5/22/2015,667,18.62763073,
5/23/2015,658,18.62763073,
5/24/2015,617,18.72763073,
5/25/2015,632,18.42763073,
5/26/2015,570,18.42763073,
5/27/2015,562,18.62763073,
5/28/2015,562,16.42763073,
5/29/2015,668,16.42763073,
5/30/2015,817,16.42763073,
5/31/2015,976,16.42763073,
6/1/2015,1040,16.42763073,
6/2/2015,1060,16.72763073,
6/3/2015,1050,16.92763073,
6/4/2015,911,17.22763073,
6/5/2015,783,17.72763073,
6/6/2015,668,19.72763073,
6/7/2015,582,20.62763073,
6/8/2015,474,21.32763073,
6/9/2015,474,21.82763073,
6/10/2015,474,22.32763073,7
6/11/2015,488,22.52763073,
6/12/2015,417,22.62763073,
6/13/2015,351,23.42763073,
6/14/2015,320,23.42763073,
6/15/2015,295,24.02763073,
6/16/2015,292,24.02763073,
6/17/2015,295,23.42763073,
6/18/2015,371,23.42763073,
6/19/2015,430,24.12763073,
6/20/2015,444,24.82763073,
6/21/2015,420,24.22763073,
6/22/2015,402,22.52763073,
6/23/2015,430,22.22763073,
6/24/2015,461,21.12763073,
6/25/2015,480,20.22763073,
6/26/2015,410,20.22763073,
6/27/2015,394,19.42763073,
6/28/2015,360,19.72763073,
6/29/2015,335,19.72763073,
6/30/2015,430,20.12763073,
7/1/2015,562,19.42763073,
7/2/2015,524,20.42763073,
7/3/2015,456,20.42763073,
7/4/2015,391,21.62763073,
7/5/2015,374,21.62763073,
7/6/2015,298,23.12763073,
7/7/2015,284,23.42763073,
7/8/2015,260,23.42763073,
7/9/2015,261,24.92763073,
7/10/2015,261,24.62763073,
7/11/2015,261,24.62763073,
